"Code région","Code département","Département","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"11","78","Yvelines","2,390","2,384","2,043","2,183","2,220","2,204","2,179","2,111","2,128","2,105","2,171","2,235","2,300","2,265","2,172","2,179","2,193","2,556","2,430","2,549","2,577"
