"Code région","Code département","Département","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"11","78","Yvelines","1,969","1,983","1,755","1,922","1,954","1,964","1,969","1,930","1,926","1,902","1,973","2,029","2,108","2,077","1,979","1,970","1,970","2,318","2,220","2,387","2,339"
