DEP,Code_Region,Lib_Region,Code_Dep,Lib_Dep,Accueil_A1_2022,Accueil_A2_2022,Accueil_A3_2022,Accueil_A4_2022,Accueil_A5_2022,Accueil_A6_2022,Accueil_A7_2022,Accueil_A8_2022,Accueil_A9_2022,Accueil_A10_2022,Accueil_A11_2022,Accueil_A12_2022,Accueil_A13_2022,Accueil_A14_2022,Accueil_A15_2022,Accueil_A16_2022,Accueil_A17_2022,Accueil_A18_2022,Accueil_A19_2022,Accueil_A20_2022,Accueil_A21_2022,Accueil_A22_2022,Accueil_A23_2022,Accueil_B23_2022,Accueil_A24_2022,Accueil_B24_2022,Accueil_A25_2022,Accueil_B25_2022,Accueil_A26_2022,Accueil_B26_2022,Accueil_A27_2022,Accueil_B27_2022,Accueil_A28_2022,Accueil_B28_2022,Accueil_A29_2022,Accueil_B29_2022,Accueil_A30_2022,Accueil_B30_2022,Accueil_A31_2022,Accueil_B31_2022,Accueil_A32_2022,Accueil_B32_2022,Accueil_A33_2022,Accueil_B33_2022,Accueil_A34_2022,Accueil_B34_2022,Accueil_A35_2022,Accueil_B35_2022,Accueil_A36_2022,Accueil_B36_2022,Accueil_A37_2022,Accueil_B37_2022,Accueil_A38_2022,Accueil_B38_2022,Accueil_A39_2022,Accueil_B39_2022,Accueil_A40_2022,Accueil_B40_2022,Accueil_A41_2022,Accueil_B41_2022,Accueil_A42_2022,Accueil_B42_2022,Accueil_A43_2022,Accueil_B43_2022,Accueil_A44_2022,Accueil_B44_2022,Accueil_A45_2022,Accueil_B45_2022,Accueil_A46_2022,Accueil_B46_2022,Accueil_A47_2022,Accueil_B47_2022,Accueil_A48_2022,Accueil_B48_2022,Accueil_A49_2022,Accueil_A50_2022,Accueil_A51_2022,Accueil_A52_2022,Accueil_A53_2022,Accueil_A54_2022,AidesDom_A1_2022,AidesDom_A2_2022,AidesDom_A3_2022,AidesDom_B3_2022,AidesDom_C3_2022,AidesDom_A4_2022,AidesDom_B4_2022,AidesDom_C4_2022,AidesDom_A5_2022,AidesDom_B5_2022,AidesDom_C5_2022,AidesDom_A6_2022,AidesDom_A7_2022,AidesDom_A8_2022,AidesDom_A9_2022,AidesDom_A10_2022,AidesDom_A11_2022,AidesDom_B11_2022,AidesDom_C11_2022,CaractMinMaj_A1_2022,CaractMinMaj_B1_2022,CaractMinMaj_C1_2022,CaractMinMaj_D1_2022,CaractMinMaj_E1_2022,CaractMinMaj_F1_2022,CaractMinMaj_A2_2022,CaractMinMaj_B2_2022,CaractMinMaj_C2_2022,CaractMinMaj_D2_2022,CaractMinMaj_E2_2022,CaractMinMaj_F2_2022,CaractMinMaj_A3_2022,CaractMinMaj_B3_2022,CaractMinMaj_C3_2022,CaractMinMaj_D3_2022,CaractMinMaj_E3_2022,CaractMinMaj_F3_2022,CaractMinMaj_A4_2022,CaractMinMaj_B4_2022,CaractMinMaj_C4_2022,CaractMinMaj_D4_2022,CaractMinMaj_E4_2022,CaractMinMaj_F4_2022,CaractMinMaj_A5_2022,CaractMinMaj_B5_2022,CaractMinMaj_C5_2022,CaractMinMaj_D5_2022,CaractMinMaj_E5_2022,CaractMinMaj_F5_2022,CaractMinMaj_A6_2022,CaractMinMaj_B6_2022,CaractMinMaj_C6_2022,CaractMinMaj_D6_2022,CaractMinMaj_E6_2022,CaractMinMaj_F6_2022,CaractMinMaj_A7_2022,CaractMinMaj_B7_2022,CaractMinMaj_C7_2022,CaractMinMaj_D7_2022,CaractMinMaj_E7_2022,CaractMinMaj_F7_2022,CaractMinMaj_A8_2022,CaractMinMaj_B8_2022,CaractMinMaj_C8_2022,CaractMinMaj_D8_2022,CaractMinMaj_E8_2022,CaractMinMaj_F8_2022,CaractMinMaj_A9_2022,CaractMinMaj_B9_2022,CaractMinMaj_C9_2022,CaractMinMaj_D9_2022,CaractMinMaj_E9_2022,CaractMinMaj_F9_2022,CaractMinMaj_A10_2022,CaractMinMaj_B10_2022,CaractMinMaj_C10_2022,CaractMinMaj_D10_2022,CaractMinMaj_E10_2022,CaractMinMaj_F10_2022,CaractMinMaj_A11_2022,CaractMinMaj_B11_2022,CaractMinMaj_C11_2022,CaractMinMaj_D11_2022,CaractMinMaj_E11_2022,CaractMinMaj_F11_2022,CaractMinMaj_A12_2022,CaractMinMaj_B12_2022,CaractMinMaj_C12_2022,CaractMinMaj_D12_2022,CaractMinMaj_E12_2022,CaractMinMaj_F12_2022,CaractMinMaj_A13_2022,CaractMinMaj_B13_2022,CaractMinMaj_C13_2022,CaractMinMaj_D13_2022,CaractMinMaj_E13_2022,CaractMinMaj_F13_2022,CaractMinMaj_A14_2022,CaractMinMaj_B14_2022,CaractMinMaj_C14_2022,CaractMinMaj_D14_2022,CaractMinMaj_E14_2022,CaractMinMaj_F14_2022,CaractMinMaj_A15_2022,CaractMinMaj_B15_2022,CaractMinMaj_C15_2022,CaractMinMaj_D15_2022,CaractMinMaj_E15_2022,CaractMinMaj_F15_2022,CaractMinMaj_A16_2022,CaractMinMaj_B16_2022,CaractMinMaj_C16_2022,CaractMinMaj_D16_2022,CaractMinMaj_E16_2022,CaractMinMaj_F16_2022,CaractMinMaj_A17_2022,CaractMinMaj_B17_2022,CaractMinMaj_C17_2022,CaractMinMaj_D17_2022,CaractMinMaj_E17_2022,CaractMinMaj_F17_2022,CaractMinMaj_A18_2022,CaractMinMaj_B18_2022,CaractMinMaj_C18_2022,CaractMinMaj_D18_2022,CaractMinMaj_E18_2022,CaractMinMaj_F18_2022,CaractMinMaj_A19_2022,CaractMinMaj_B19_2022,CaractMinMaj_C19_2022,CaractMinMaj_A20_2022,CaractMinMaj_B20_2022,CaractMinMaj_C20_2022,CaractMinMaj_A21_2022,CaractMinMaj_B21_2022,CaractMinMaj_C21_2022,CaractMinMaj_A22_2022,CaractMinMaj_B22_2022,CaractMinMaj_C22_2022,CaractMinMaj_A23_2022,CaractMinMaj_B23_2022,CaractMinMaj_C23_2022,CaractMinMaj_D23_2022,CaractMinMaj_E23_2022,CaractMinMaj_F23_2022,CaractMinMaj_A24_2022,CaractMinMaj_B24_2022,CaractMinMaj_C24_2022,CaractMinMaj_D24_2022,CaractMinMaj_E24_2022,CaractMinMaj_F24_2022,CaractMinMaj_A25_2022,CaractMinMaj_B25_2022,CaractMinMaj_C25_2022,CaractMinMaj_D25_2022,CaractMinMaj_E25_2022,CaractMinMaj_F25_2022,CaractMinMaj_G25_2022,CaractMinMaj_H25_2022,CaractMinMaj_I25_2022,CaractMinMaj_J25_2022,CaractMinMaj_K25_2022,CaractMinMaj_L25_2022,CaractMinMaj_A26_2022,CaractMinMaj_B26_2022,CaractMinMaj_C26_2022,CaractMinMaj_D26_2022,CaractMinMaj_E26_2022,CaractMinMaj_F26_2022,CaractMinMaj_G26_2022,CaractMinMaj_H26_2022,CaractMinMaj_I26_2022,CaractMinMaj_J26_2022,CaractMinMaj_K26_2022,CaractMinMaj_L26_2022,CaractMinMaj_A27_2022,CaractMinMaj_B27_2022,CaractMinMaj_C27_2022,CaractMinMaj_D27_2022,CaractMinMaj_E27_2022,CaractMinMaj_F27_2022,CaractMinMaj_G27_2022,CaractMinMaj_H27_2022,CaractMinMaj_I27_2022,CaractMinMaj_J27_2022,CaractMinMaj_K27_2022,CaractMinMaj_L27_2022,CaractMinMaj_A28_2022,CaractMinMaj_B28_2022,CaractMinMaj_C28_2022,CaractMinMaj_D28_2022,CaractMinMaj_E28_2022,CaractMinMaj_F28_2022,CaractMinMaj_G28_2022,CaractMinMaj_H28_2022,CaractMinMaj_I28_2022,CaractMinMaj_J28_2022,CaractMinMaj_K28_2022,CaractMinMaj_L28_2022,CaractMinMaj_A29_2022,CaractMinMaj_B29_2022,CaractMinMaj_C29_2022,CaractMinMaj_D29_2022,CaractMinMaj_E29_2022,CaractMinMaj_F29_2022,CaractMinMaj_G29_2022,CaractMinMaj_H29_2022,CaractMinMaj_I29_2022,CaractMinMaj_J29_2022,CaractMinMaj_K29_2022,CaractMinMaj_L29_2022,CaractMinMaj_A30_2022,CaractMinMaj_B30_2022,CaractMinMaj_C30_2022,CaractMinMaj_D30_2022,CaractMinMaj_E30_2022,CaractMinMaj_F30_2022,CaractMinMaj_G30_2022,CaractMinMaj_H30_2022,CaractMinMaj_I30_2022,CaractMinMaj_J30_2022,CaractMinMaj_K30_2022,CaractMinMaj_L30_2022,CaractMinMaj_A31_2022,CaractMinMaj_B31_2022,CaractMinMaj_C31_2022,CaractMinMaj_D31_2022,CaractMinMaj_E31_2022,CaractMinMaj_F31_2022,CaractMinMaj_G31_2022,CaractMinMaj_H31_2022,CaractMinMaj_I31_2022,CaractMinMaj_J31_2022,CaractMinMaj_K31_2022,CaractMinMaj_L31_2022,CaractMinMaj_A32_2022,CaractMinMaj_B32_2022,CaractMinMaj_C32_2022,CaractMinMaj_D32_2022,CaractMinMaj_E32_2022,CaractMinMaj_F32_2022,CaractMinMaj_G32_2022,CaractMinMaj_H32_2022,CaractMinMaj_I32_2022,CaractMinMaj_J32_2022,CaractMinMaj_K32_2022,CaractMinMaj_L32_2022,CaractMinMaj_A33_2022,CaractMinMaj_B33_2022,CaractMinMaj_C33_2022,CaractMinMaj_D33_2022,CaractMinMaj_E33_2022,CaractMinMaj_F33_2022,CaractMinMaj_G33_2022,CaractMinMaj_H33_2022,CaractMinMaj_I33_2022,CaractMinMaj_J33_2022,CaractMinMaj_K33_2022,CaractMinMaj_L33_2022,CaractMinMaj_A34_2022,CaractMinMaj_B34_2022,CaractMinMaj_C34_2022,CaractMinMaj_D34_2022,CaractMinMaj_E34_2022,CaractMinMaj_F34_2022,CaractMinMaj_G34_2022,CaractMinMaj_H34_2022,CaractMinMaj_I34_2022,CaractMinMaj_J34_2022,CaractMinMaj_K34_2022,CaractMinMaj_L34_2022,CaractMinMaj_A35_2022,CaractMinMaj_B35_2022,CaractMinMaj_C35_2022,CaractMinMaj_D35_2022,CaractMinMaj_E35_2022,CaractMinMaj_F35_2022,CaractMinMaj_G35_2022,CaractMinMaj_H35_2022,CaractMinMaj_I35_2022,CaractMinMaj_J35_2022,CaractMinMaj_K35_2022,CaractMinMaj_L35_2022,CaractMinMaj_A36_2022,CaractMinMaj_B36_2022,CaractMinMaj_C36_2022,CaractMinMaj_D36_2022,CaractMinMaj_E36_2022,CaractMinMaj_F36_2022,CaractMinMaj_G36_2022,CaractMinMaj_H36_2022,CaractMinMaj_I36_2022,CaractMinMaj_J36_2022,CaractMinMaj_K36_2022,CaractMinMaj_L36_2022,CaractMinMaj_A37_2022,CaractMinMaj_B37_2022,CaractMinMaj_C37_2022,CaractMinMaj_D37_2022,CaractMinMaj_E37_2022,CaractMinMaj_F37_2022,CaractMinMaj_G37_2022,CaractMinMaj_H37_2022,CaractMinMaj_I37_2022,CaractMinMaj_J37_2022,CaractMinMaj_K37_2022,CaractMinMaj_L37_2022,CaractMinMaj_A38_2022,CaractMinMaj_B38_2022,CaractMinMaj_C38_2022,CaractMinMaj_D38_2022,CaractMinMaj_E38_2022,CaractMinMaj_F38_2022,CaractMinMaj_G38_2022,CaractMinMaj_H38_2022,CaractMinMaj_I38_2022,CaractMinMaj_J38_2022,CaractMinMaj_K38_2022,CaractMinMaj_L38_2022,CaractMinMaj_A39_2022,CaractMinMaj_B39_2022,CaractMinMaj_C39_2022,CaractMinMaj_D39_2022,CaractMinMaj_E39_2022,CaractMinMaj_F39_2022,CaractMinMaj_G39_2022,CaractMinMaj_H39_2022,CaractMinMaj_I39_2022,CaractMinMaj_J39_2022,CaractMinMaj_K39_2022,CaractMinMaj_L39_2022,CaractMinMaj_A40_2022,CaractMinMaj_B40_2022,CaractMinMaj_C40_2022,CaractMinMaj_D40_2022,CaractMinMaj_E40_2022,CaractMinMaj_F40_2022,CaractMinMaj_G40_2022,CaractMinMaj_H40_2022,CaractMinMaj_I40_2022,CaractMinMaj_J40_2022,CaractMinMaj_K40_2022,CaractMinMaj_L40_2022,CaractMinMaj_A41_2022,CaractMinMaj_B41_2022,CaractMinMaj_C41_2022,CaractMinMaj_D41_2022,CaractMinMaj_E41_2022,CaractMinMaj_F41_2022,CaractMinMaj_G41_2022,CaractMinMaj_H41_2022,CaractMinMaj_I41_2022,CaractMinMaj_J41_2022,CaractMinMaj_K41_2022,CaractMinMaj_L41_2022,CaractMinMaj_A42_2022,CaractMinMaj_B42_2022,CaractMinMaj_C42_2022,CaractMinMaj_D42_2022,CaractMinMaj_E42_2022,CaractMinMaj_F42_2022,CaractMinMaj_G42_2022,CaractMinMaj_H42_2022,CaractMinMaj_I42_2022,CaractMinMaj_J42_2022,CaractMinMaj_K42_2022,CaractMinMaj_L42_2022,CaractMinMaj_A43_2022,CaractMinMaj_B43_2022,CaractMinMaj_C43_2022,CaractMinMaj_G43_2022,CaractMinMaj_H43_2022,CaractMinMaj_I43_2022,CaractMinMaj_J43_2022,CaractMinMaj_K43_2022,CaractMinMaj_L43_2022,CaractMinMaj_A44_2022,CaractMinMaj_B44_2022,CaractMinMaj_C44_2022,CaractMinMaj_G44_2022,CaractMinMaj_H44_2022,CaractMinMaj_I44_2022,CaractMinMaj_J44_2022,CaractMinMaj_K44_2022,CaractMinMaj_L44_2022,CaractMinMaj_A45_2022,CaractMinMaj_B45_2022,CaractMinMaj_C45_2022,CaractMinMaj_G45_2022,CaractMinMaj_H45_2022,CaractMinMaj_I45_2022,CaractMinMaj_J45_2022,CaractMinMaj_K45_2022,CaractMinMaj_L45_2022,CaractMinMaj_A46_2022,CaractMinMaj_B46_2022,CaractMinMaj_C46_2022,CaractMinMaj_G46_2022,CaractMinMaj_H46_2022,CaractMinMaj_I46_2022,CaractMinMaj_J46_2022,CaractMinMaj_K46_2022,CaractMinMaj_L46_2022,CaractMinMaj_A47_2022,CaractMinMaj_B47_2022,CaractMinMaj_C47_2022,CaractMinMaj_D47_2022,CaractMinMaj_E47_2022,CaractMinMaj_F47_2022,CaractMinMaj_G47_2022,CaractMinMaj_H47_2022,CaractMinMaj_I47_2022,CaractMinMaj_J47_2022,CaractMinMaj_K47_2022,CaractMinMaj_L47_2022,CaractMinMaj_A48_2022,CaractMinMaj_B48_2022,CaractMinMaj_C48_2022,CaractMinMaj_D48_2022,CaractMinMaj_E48_2022,CaractMinMaj_F48_2022,CaractMinMaj_G48_2022,CaractMinMaj_H48_2022,CaractMinMaj_I48_2022,CaractMinMaj_J48_2022,CaractMinMaj_K48_2022,CaractMinMaj_L48_2022,CaractMinMaj_A49_2022,CaractMinMaj_B49_2022,CaractMinMaj_C49_2022,CaractMinMaj_D49_2022,CaractMinMaj_E49_2022,CaractMinMaj_F49_2022,CaractMinMaj_A50_2022,CaractMinMaj_B50_2022,CaractMinMaj_C50_2022,CaractMinMaj_D50_2022,CaractMinMaj_E50_2022,CaractMinMaj_F50_2022,CaractMinMaj_A51_2022,CaractMinMaj_B51_2022,CaractMinMaj_C51_2022,CaractMinMaj_D51_2022,CaractMinMaj_E51_2022,CaractMinMaj_F51_2022,CaractMinMaj_A52_2022,CaractMinMaj_B52_2022,CaractMinMaj_C52_2022,CaractMinMaj_D52_2022,CaractMinMaj_E52_2022,CaractMinMaj_F52_2022,CaractMinMaj_A53_2022,CaractMinMaj_B53_2022,CaractMinMaj_C53_2022,CaractMinMaj_D53_2022,CaractMinMaj_E53_2022,CaractMinMaj_F53_2022,CaractMinMaj_A54_2022,CaractMinMaj_B54_2022,CaractMinMaj_C54_2022,CaractMinMaj_D54_2022,CaractMinMaj_E54_2022,CaractMinMaj_F54_2022,CaractMinMaj_A55_2022,CaractMinMaj_B55_2022,CaractMinMaj_C55_2022,CaractMinMaj_D55_2022,CaractMinMaj_E55_2022,CaractMinMaj_F55_2022,CaractMinMaj_A56_2022,CaractMinMaj_B56_2022,CaractMinMaj_C56_2022,CaractMinMaj_D56_2022,CaractMinMaj_E56_2022,CaractMinMaj_F56_2022,CaractMinMaj_A57_2022,CaractMinMaj_B57_2022,CaractMinMaj_C57_2022,CaractMinMaj_D57_2022,CaractMinMaj_E57_2022,CaractMinMaj_F57_2022,CaractMinMaj_A58_2022,CaractMinMaj_B58_2022,CaractMinMaj_C58_2022,CaractMinMaj_D58_2022,CaractMinMaj_E58_2022,CaractMinMaj_F58_2022,CaractMinMaj_A59_2022,CaractMinMaj_B59_2022,CaractMinMaj_C59_2022,CaractMinMaj_D59_2022,CaractMinMaj_E59_2022,CaractMinMaj_F59_2022,CaractMinMaj_A60_2022,CaractMinMaj_B60_2022,CaractMinMaj_C60_2022,CaractMinMaj_D60_2022,CaractMinMaj_E60_2022,CaractMinMaj_F60_2022,CaractMinMaj_A61_2022,CaractMinMaj_B61_2022,CaractMinMaj_C61_2022,CaractMinMaj_D61_2022,CaractMinMaj_E61_2022,CaractMinMaj_F61_2022,CaractMinMaj_A62_2022,CaractMinMaj_B62_2022,CaractMinMaj_C62_2022,CaractMinMaj_D62_2022,CaractMinMaj_E62_2022,CaractMinMaj_F62_2022,CaractMinMaj_A63_2022,CaractMinMaj_B63_2022,CaractMinMaj_C63_2022,CaractMinMaj_D63_2022,CaractMinMaj_E63_2022,CaractMinMaj_F63_2022,CaractMinMaj_A64_2022,CaractMinMaj_B64_2022,CaractMinMaj_C64_2022,CaractMinMaj_D64_2022,CaractMinMaj_E64_2022,CaractMinMaj_F64_2022,CaractMinMaj_A65_2022,CaractMinMaj_B65_2022,CaractMinMaj_C65_2022,CaractMinMaj_D65_2022,CaractMinMaj_E65_2022,CaractMinMaj_F65_2022,CaractMinMaj_A66_2022,CaractMinMaj_B66_2022,CaractMinMaj_C66_2022,CaractMinMaj_D66_2022,CaractMinMaj_E66_2022,CaractMinMaj_F66_2022,CaractMinMaj_A67_2022,CaractMinMaj_B67_2022,CaractMinMaj_C67_2022,CaractMinMaj_D67_2022,CaractMinMaj_E67_2022,CaractMinMaj_F67_2022,CaractMinMaj_A68_2022,CaractMinMaj_B68_2022,CaractMinMaj_C68_2022,CaractMinMaj_D68_2022,CaractMinMaj_E68_2022,CaractMinMaj_F68_2022,CaractMinMaj_A69_2022,CaractMinMaj_B69_2022,CaractMinMaj_C69_2022,CaractMinMaj_D69_2022,CaractMinMaj_E69_2022,CaractMinMaj_F69_2022,CaractMinMaj_A70_2022,CaractMinMaj_B70_2022,CaractMinMaj_C70_2022,CaractMinMaj_D70_2022,CaractMinMaj_E70_2022,CaractMinMaj_F70_2022,CaractMinMaj_A71_2022,CaractMinMaj_B71_2022,CaractMinMaj_C71_2022,CaractMinMaj_D71_2022,CaractMinMaj_E71_2022,CaractMinMaj_F71_2022,CaractMinMaj_A72_2022,CaractMinMaj_B72_2022,CaractMinMaj_C72_2022,CaractMinMaj_D72_2022,CaractMinMaj_E72_2022,CaractMinMaj_F72_2022,CaractMinMaj_A73_2022,CaractMinMaj_B73_2022,CaractMinMaj_C73_2022,CaractMinMaj_A74_2022,CaractMinMaj_B74_2022,CaractMinMaj_C74_2022,CaractMinMaj_A75_2022,CaractMinMaj_B75_2022,CaractMinMaj_C75_2022,MinMaj_A1_2022,MinMaj_B1_2022,MinMaj_C1_2022,MinMaj_A2_2022,MinMaj_A3_2022,MinMaj_A4_2022,MinMaj_A5_2022,MinMaj_A6_2022,MinMaj_A7_2022,MinMaj_B7_2022,MinMaj_C7_2022,MinMaj_A8_2022,MinMaj_B8_2022,MinMaj_C8_2022,MinMaj_A9_2022,MinMaj_C9_2022,MinMaj_A10_2022,MinMaj_B10_2022,MinMaj_C10_2022,MinMaj_A11_2022,MinMaj_C11_2022,IP_A1_2022,IP_B1_2022,IP_A2_2022,IP_B2_2022,IP_A3_2022,IP_B3_2022,IP_A4_2022,IP_B4_2022,IP_A5_2022,IP_B5_2022,IP_A6_2022,IP_B6_2022,IP_A7_2022,IP_B7_2022,IP_A8_2022,IP_B8_2022,IP_A9_2022,IP_B9_2022,IP_A10_2022,IP_B10_2022
ASE78D,11,Île-de-France,78,Yvelines,1,79,41,166,344,33,26,0,1729,0,2339,238,227,4,7,2577,9,9,440,114,554,554,680,0,315,0,365,0,31,0,711,0,12,0,938,3,628,3,310,0,45,0,45,0,0,0,14,0,6,1,90,1,62,0,1167,5,260,0,14,0,144,0,4,151,3,82,36,0,ND,ND,461,233,2339,238,54,102,0,0,0,156,115,210,652,ND,ND,28,ND,ND,1575,ND,1575,1,0,592,177,1,69,16,85,1,1,2,5,5,10,5,4,9,10,12,22,7,7,14,23,19,42,9,5,14,26,25,51,7,14,21,32,34,66,10,11,21,34,39,73,12,21,33,34,40,74,8,30,38,47,60,107,18,29,47,42,50,92,18,27,45,43,52,95,19,27,46,49,65,114,31,35,66,48,70,118,19,31,50,52,67,119,25,28,53,60,70,130,29,38,67,62,69,131,22,20,42,67,67,134,25,25,50,54,52,106,20,14,34,49,42,91,7,2,9,7,4,11,3,4,7,0,1,1,0,0,0,0,0,0,302,378,680,737,838,1575,9,8,17,1,1,2,10,9,19,2,3,5,19,16,35,2,5,7,21,21,42,1,2,3,23,21,44,7,2,9,30,23,53,0,1,1,25,15,40,3,4,7,28,19,47,0,0,0,30,37,67,4,3,7,34,40,74,0,0,0,39,45,84,4,5,9,43,50,93,0,0,0,27,48,75,8,4,12,35,52,87,0,0,0,47,47,94,4,8,12,51,55,106,0,0,0,38,56,94,7,3,10,45,59,104,0,0,0,55,51,106,6,8,14,61,59,120,0,0,0,51,44,95,14,4,18,65,48,113,0,0,0,45,45,90,6,8,14,51,53,104,0,0,0,51,64,115,9,10,19,60,74,134,0,0,0,35,65,100,9,7,16,44,72,116,0,0,0,62,79,141,12,14,26,74,93,167,0,0,0,76,104,180,14,5,19,90,109,199,0,0,0,86,199,285,13,7,20,99,206,305,0,0,0,100,230,330,7,10,17,107,240,347,0,0,0,57,140,197,57,140,197,3,0,3,50,49,99,50,49,99,0,0,0,25,23,48,25,23,48,0,0,0,3,0,3,3,0,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,953,1386,2339,130,108,238,1083,1494,2577,12,6,18,6,7,0,0,4,17,24,7,0,0,4,35,28,13,0,0,3,44,31,6,0,0,3,40,45,16,0,0,6,67,47,24,0,0,13,84,39,27,0,0,9,75,40,41,0,0,13,94,38,46,0,0,10,94,41,51,0,0,14,106,46,38,0,0,11,95,38,42,0,0,10,90,42,51,0,1,21,115,42,47,0,2,9,100,33,68,0,15,25,141,40,83,0,24,33,180,41,63,0,88,93,285,40,82,0,91,117,330,22,80,0,13,82,197,22,58,0,7,12,99,6,32,0,6,4,48,0,1,0,2,0,3,0,0,0,0,0,0,711,883,0,249,496,2339,271,348,14,4,58,0,275,406,14,4508,416,4924,183,252,377,226,70,1435,329,1764,1341,329,1670,94,94,748,60,808,1631,1631,4596,4147,2593,2556,370,365,1691,1676,483,480,231,231,380,376,539,533,58,56,1691,1676
